date,tollbooth,license_plate,cornsilk,slate_gray,navajo_white
2020.12.02,1,"W-BG-118",5,7,6
2020.12.02,1,"MVL-ZM-31",2,1,5
2020.12.02,1,"WE-H-269",4,1,6
2020.12.02,1,"BOT-TZ-641",8,1,5
2020.12.02,1,"WUN-YQ-715",1,3,4
2020.12.02,2,"KU-MW-29",3,0,0
2020.12.02,1,"HS-TM-25",0,6,1
2020.12.02,1,"AB-R-87",1,1,5
2020.12.02,3,"DU-DP-8",2,2,5
2020.12.02,3,"SON-IK-8532",0,0,1
2020.12.02,1,"LOS-L-92",3,6,4
2020.12.02,3,"MEI-X-1438",1,1,0
2020.12.02,1,"NES-YJ-26",3,1,2
2020.12.02,2,"LD-GQ-37",4,2,0
2020.12.03,1,"HX-A-86",6,6,0
2020.12.03,2,"OG-EG-131",2,1,5
2020.12.03,1,"FF-C-866",0,0,1
2020.12.03,1,"LDK-O-871",1,1,0
2020.12.03,1,"HX-A-86",3,0,1
2020.12.03,3,"EB-EI-1",0,0,0
2020.12.03,2,"BZ-B-2936",2,9,7
2020.12.03,3,"SOK-VS-534",1,2,0
2020.12.03,3,"WHV-TS-31",7,1,0
2020.12.03,2,"MN-I-289",7,2,0
2020.12.03,2,"RE-HF-341",6,1,2
2020.12.03,1,"MS-CA-44",0,2,3
2020.12.03,3,"BOR-QF-7563",3,4,4
2020.12.03,1,"THL-PB-93",1,1,0
2020.12.03,1,"BOR-D-22",2,0,0
2020.12.03,2,"WT-Y-89",2,3,3
2020.12.03,3,"WE-H-269",8,5,0
2020.12.03,2,"THW-WP-65",2,1,3
2020.12.03,2,"PAN-V-5988",6,1,7
2020.12.03,1,"BZ-B-2936",0,2,3
2020.12.03,1,"HWI-KK-52",1,0,4
2020.12.03,2,"KR-MZ-52",1,6,0
2020.12.03,3,"AW-PX-62",2,3,3
2020.12.03,1,"TÜ-QC-22",4,3,1
2020.12.03,2,"SHA-TG-92",7,1,6
2020.12.03,1,"RE-HF-341",3,1,3
2020.12.03,3,"NK-PB-23",1,0,1
2020.12.03,2,"MM-HJ-55",0,5,5
2020.12.03,3,"ROW-N-432",1,2,1
2020.12.03,2,"KA-VA-761",1,1,3
2020.12.03,2,"HBN-NT-57",1,3,5
2020.12.03,2,"KU-W-266",2,0,3
2020.12.03,3,"MSH-E-38",0,0,0
2020.12.03,1,"GTH-J-386",5,1,3
2020.12.03,1,"KL-ON-8",7,2,1
2020.12.03,1,"RA-KF-6934",2,2,2
2020.12.03,1,"AZ-YL-26",7,1,2
2020.12.03,2,"NB-Y-691",5,2,0
2020.12.03,3,"CHA-M-475",8,1,4
2020.12.03,1,"SO-M-79",4,6,3
2020.12.03,2,"WUN-RE-488",1,5,1
2020.12.03,3,"J-UD-436",6,2,0
2020.12.03,3,"HF-S-31",2,6,3
2020.12.03,3,"HR-G-91",1,3,2
2020.12.03,3,"NU-N-3",2,3,0
2020.12.03,2,"PA-ZL-263",0,2,2
2020.12.03,1,"MA-AA-3645",3,5,2
2020.12.03,1,"GÖ-Y-61",5,3,2
2020.12.03,3,"SLS-U-95",2,1,0
2020.12.03,1,"OAL-V-81",1,0,1
2020.12.03,1,"GZ-S-47",1,2,0
2020.12.03,3,"WB-XG-76",2,7,5
2020.12.03,3,"TR-KG-5442",1,0,1
2020.12.03,3,"NMS-RL-52",1,0,3
2020.12.03,2,"AP-A-858",0,7,7
2020.12.03,2,"RE-TB-845",2,1,0
2020.12.03,1,"WÜ-L-2739",2,0,3
2020.12.03,2,"NVP-Q-6964",0,2,5
2020.12.03,2,"AN-N-555",1,2,3
2020.12.03,3,"PF-T-3",3,0,7
2020.12.03,1,"BI-YC-52",0,3,2
2020.12.03,2,"TÖL-T-92",1,7,4
2020.12.03,1,"SOK-B-14",4,1,1
2020.12.03,2,"TBB-EV-82",2,2,3
2020.12.03,2,"OHV-NV-458",0,1,1
2020.12.03,2,"EB-A-675",1,2,1
2020.12.03,1,"IZ-M-331",1,0,2
2020.12.03,3,"OAL-A-459",0,0,0
2020.12.03,3,"HOL-A-92",2,0,7
2020.12.03,2,"CW-SF-63",2,5,3
2020.12.03,1,"RS-K-423",3,2,2
2020.12.03,3,"G-W-9626",2,0,6
2020.12.03,1,"K-P-279",0,0,1
2020.12.03,3,"MD-FU-28",2,3,1
2020.12.03,1,"PB-DR-126",4,2,5
2020.12.03,1,"TÜ-ZB-288",3,1,0
2020.12.03,1,"ME-UK-74",2,7,7
2020.12.03,1,"AÖ-FO-75",4,5,4
2020.12.03,1,"WAK-T-61",0,0,8
2020.12.03,1,"NB-PX-887",2,1,3
2020.12.03,3,"DU-P-431",1,2,0
2020.12.03,3,"LOS-N-6",3,2,3
2020.12.03,2,"ABI-N-9",5,1,6
2020.12.03,2,"HS-TM-25",3,8,3
2020.12.03,2,"GT-H-11",3,0,5
2020.12.03,3,"EB-QV-351",2,4,5
2020.12.03,1,"RZ-ZU-168",4,3,4
2020.12.03,3,"EA-OM-46",1,0,0
2020.12.03,3,"HS-TM-25",2,3,2
2020.12.03,2,"LOS-N-6",5,1,0
2020.12.03,2,"NMS-D-76",4,0,4
2020.12.03,1,"EBE-DX-63",1,4,3
2020.12.03,3,"HDH-SY-2353",7,3,3
2020.12.03,2,"OH-C-49",1,6,7
2020.12.03,1,"GS-H-63",1,1,5
2020.12.03,1,"TÜ-QC-22",6,1,7
2020.12.03,2,"WÜ-G-25",4,0,0
2020.12.03,2,"KA-VA-761",1,1,2
2020.12.03,2,"WT-JM-352",7,4,2
2020.12.03,3,"WÜ-Y-1339",1,0,2
2020.12.03,3,"DL-FP-543",7,0,4
2020.12.03,2,"RV-B-431",2,3,6
2020.12.03,1,"NDH-B-8678",3,4,2
2020.12.03,3,"P-P-88",6,1,0
2020.12.03,2,"TUT-VV-65",5,1,5
2020.12.03,1,"SN-PC-727",1,6,6
2020.12.03,1,"EIC-OX-514",0,6,0
2020.12.03,3,"NR-NU-14",3,5,1
2020.12.03,2,"AW-PX-62",4,1,8
2020.12.03,3,"IN-B-594",1,4,4
2020.12.03,3,"KR-MZ-52",2,1,4
2020.12.03,2,"RÜG-K-633",1,1,3
2020.12.03,1,"LSN-N-9759",2,4,1
2020.12.03,1,"RS-K-423",4,1,4
2020.12.03,1,"TÜ-QC-22",0,5,0
2020.12.03,2,"SB-H-6",2,6,3
2020.12.03,2,"VS-WI-4321",1,6,5
2020.12.03,1,"PR-JQ-945",3,1,4
2020.12.03,3,"WES-PY-211",1,1,8
2020.12.03,2,"SHA-SB-8",4,4,0
2020.12.03,2,"HX-A-86",0,6,2
2020.12.03,2,"WEN-QX-4595",1,5,0
2020.12.03,1,"OE-FZ-829",2,9,0
2020.12.03,2,"BOR-D-22",0,1,1
2020.12.03,3,"HOM-BA-245",2,0,0
2020.12.03,2,"TÖL-T-92",0,5,3
2020.12.03,3,"OE-VX-791",4,0,6
2020.12.03,2,"SIG-A-9",0,0,1
2020.12.03,3,"AW-PX-62",0,1,4
2020.12.03,3,"HDH-GJ-64",3,1,2
2020.12.03,2,"LA-DH-8938",1,8,0
2020.12.03,1,"EIC-O-898",1,0,1
2020.12.03,2,"GF-G-82",0,2,5
2020.12.04,2,"EA-K-3",1,3,6
2020.12.04,2,"PS-CS-44",2,5,4
2020.12.04,2,"LIF-DV-2",0,2,0
2020.12.04,3,"NVP-X-772",2,3,3
2020.12.04,1,"PM-S-71",5,5,6
2020.12.04,1,"ME-TS-1281",5,2,4
2020.12.04,3,"Z-OH-5",1,3,5
2020.12.04,3,"KL-O-98",2,0,2
2020.12.04,1,"CHA-M-475",1,2,0
2020.12.04,3,"GS-H-63",6,2,4
2020.12.04,1,"WE-PQ-4",1,3,0
2020.12.04,3,"WOB-DY-997",2,3,0
2020.12.04,3,"LDK-RP-86",4,1,0
2020.12.04,3,"RÜG-YG-27",0,1,1
2020.12.04,2,"HOL-I-97",7,0,4
2020.12.04,2,"WTM-B-6",2,1,4
2020.12.04,3,"HEF-J-696",4,0,5
2020.12.04,1,"MÜ-BD-756",1,1,0
2020.12.04,2,"RÜG-UX-14",0,1,1
2020.12.04,1,"KO-SG-852",1,2,0
2020.12.04,2,"OD-H-2521",1,3,3
2020.12.04,1,"MTK-YV-854",1,1,4
2020.12.04,1,"MTK-O-27",3,1,2
2020.12.04,1,"FRG-E-4952",0,1,0
2020.12.04,3,"MS-F-74",0,1,4
2020.12.04,1,"COC-Z-7",2,3,6
2020.12.04,1,"LIF-DV-2",0,2,0
2020.12.04,2,"IN-JW-26",2,0,1
2020.12.04,1,"MKK-VJ-986",4,0,6
2020.12.04,2,"OS-D-832",4,1,0
2020.12.04,2,"BO-Y-9",0,3,1
2020.12.04,3,"PAF-C-7",1,5,5
2020.12.04,2,"MEI-X-1438",0,0,3
2020.12.04,3,"AA-Y-71",8,4,0
2020.12.04,3,"RPL-EJ-464",1,0,1
2020.12.04,2,"LM-GL-1241",5,0,3
2020.12.04,2,"NU-PM-2",4,0,1
2020.12.04,3,"BWL-K-815",1,5,3
2020.12.04,1,"M-Y-1293",2,3,3
2020.12.04,1,"OS-D-832",1,1,5
2020.12.04,2,"ROW-N-432",0,2,0
2020.12.04,2,"HB-XY-7244",4,1,5
2020.12.04,1,"HSK-L-873",4,5,5
2020.12.04,2,"OH-Q-6",5,2,4
2020.12.04,2,"BRB-SA-85",0,1,3
2020.12.04,1,"PF-AI-137",2,2,3
2020.12.04,2,"MVL-FA-18",4,3,0
2020.12.04,2,"OL-A-623",5,5,2
2020.12.04,2,"OE-W-823",3,1,1
2020.12.04,2,"KG-IF-93",4,3,5
2020.12.04,1,"GTH-Z-6",5,0,4
2020.12.04,2,"DEL-OY-82",1,3,4
2020.12.04,1,"MSH-E-38",9,0,2
2020.12.04,2,"SH-B-986",9,2,1
2020.12.04,1,"BT-HF-31",2,4,0
2020.12.04,2,"BL-IB-934",2,0,0
2020.12.04,2,"OG-EG-131",1,1,3
2020.12.04,2,"AK-Q-9",0,2,0
2020.12.04,2,"WÜ-L-2739",3,2,3
2020.12.04,2,"AS-PG-9",2,2,6
2020.12.04,2,"AN-LV-689",4,1,2
2020.12.04,1,"HX-QM-21",4,0,0
2020.12.04,1,"MG-XC-54",0,0,1
2020.12.04,2,"WOB-RZ-79",0,3,3
2020.12.04,1,"DLG-S-3456",2,0,0
2020.12.04,3,"GS-H-63",1,5,2
2020.12.04,3,"LOS-PO-8114",3,1,1
2020.12.04,1,"LDK-RP-86",0,4,0
2020.12.04,1,"OAL-VK-36",4,0,3
2020.12.04,1,"TBB-Q-3",1,4,4
2020.12.04,3,"THW-PO-782",2,1,1
2020.12.04,1,"OD-G-493",0,2,3
2020.12.04,2,"NVP-X-772",5,1,1
2020.12.04,2,"LA-DH-8938",0,2,4
2020.12.04,2,"OAL-A-459",3,3,0
2020.12.04,1,"VK-DL-57",0,2,3
2020.12.04,1,"KG-EV-1",1,0,5
2020.12.04,2,"THW-WP-65",0,0,8
2020.12.04,3,"SM-Z-57",5,0,0
2020.12.04,3,"SB-H-6",5,3,2
2020.12.04,3,"MVL-FA-18",0,0,7
2020.12.04,1,"WIL-C-44",0,2,1
2020.12.04,1,"SHA-TG-92",0,0,5
2020.12.04,3,"LDS-L-17",1,7,6
2020.12.04,2,"TDO-O-72",3,5,2
2020.12.04,3,"KUS-IE-12",1,3,1
2020.12.04,3,"GÜ-HR-5253",6,0,6
2020.12.04,1,"LM-GL-1241",4,2,0
2020.12.04,2,"SOK-VS-534",0,1,0
2020.12.05,3,"OAL-V-81",5,0,2
2020.12.05,1,"EM-RY-41",4,0,1
2020.12.05,2,"MVL-ZM-31",0,4,4
2020.12.05,1,"GTH-Z-6",9,5,2
2020.12.05,1,"MN-W-8",3,1,7
2020.12.05,2,"THW-Z-13",1,1,3
2020.12.05,3,"ND-I-232",0,0,6
2020.12.05,1,"BÜS-MD-55",2,0,5
2020.12.05,3,"GS-H-63",1,3,5
2020.12.05,2,"VR-J-94",5,9,0
2020.12.05,1,"DU-C-161",6,3,0
2020.12.05,1,"MST-JJ-18",0,1,1
2020.12.05,1,"OHA-P-354",4,2,6
2020.12.05,2,"RA-KF-6934",0,4,1
2020.12.05,2,"KEH-A-99",0,1,1
2020.12.05,3,"HGW-M-456",0,3,3
2020.12.05,3,"KG-EV-1",7,5,3
2020.12.05,1,"MM-XG-2",0,2,0
2020.12.05,2,"DAH-G-83",1,0,3
2020.12.05,1,"LER-M-68",0,3,2
2020.12.05,1,"V-D-852",5,5,0
2020.12.05,1,"GAP-K-7",2,1,3
2020.12.05,2,"FÜ-BE-329",2,6,0
2020.12.05,2,"LOS-PO-8114",3,3,0
2020.12.05,3,"LU-U-52",2,5,0
2020.12.05,3,"LM-SX-381",3,1,1
2020.12.05,1,"NDH-B-8678",2,3,1
2020.12.05,1,"AÖ-ZM-15",5,2,1
2020.12.05,2,"AP-PC-542",4,8,1
2020.12.05,1,"HR-G-91",0,4,6
2020.12.05,1,"SO-M-79",2,2,1
2020.12.05,2,"WUG-XR-597",7,2,2
2020.12.05,1,"DD-T-4",5,1,0
2020.12.05,1,"DU-P-431",4,1,0
2020.12.05,2,"WST-ZT-33",2,1,1
2020.12.05,3,"N-L-913",2,2,3
2020.12.05,3,"KU-BN-63",2,4,0
2020.12.05,2,"EU-KF-383",1,3,5
2020.12.05,1,"AW-PX-62",5,8,4
2020.12.05,1,"RV-B-431",7,3,0
2020.12.05,2,"NES-YJ-26",3,2,3
2020.12.05,2,"RO-P-622",3,0,0
2020.12.05,2,"WAF-P-167",3,6,4
2020.12.05,3,"MS-NB-8274",2,3,3
2020.12.05,1,"WOB-QE-952",3,1,0
2020.12.05,2,"NW-J-552",2,0,3
2020.12.05,1,"MOS-HU-573",1,6,0
2020.12.05,3,"TUT-O-99",3,4,4
2020.12.05,2,"WW-WN-2",3,3,5
2020.12.05,3,"MTK-YV-854",6,4,7
2020.12.05,2,"PIR-B-19",1,2,7
2020.12.05,2,"KN-XM-84",1,4,1
2020.12.05,3,"HF-L-52",0,2,2
2020.12.05,2,"OE-C-868",2,2,3
2020.12.05,3,"GM-K-7",5,1,0
2020.12.05,3,"NR-NU-14",4,4,6
2020.12.05,2,"WF-WW-2",7,3,9
2020.12.05,2,"M-U-193",1,2,2
2020.12.05,1,"AW-Y-938",6,4,0
2020.12.05,2,"LSN-N-9759",1,3,0
2020.12.05,2,"UN-V-24",0,1,7
2020.12.05,1,"KS-H-618",0,5,0
2020.12.05,1,"MEI-X-1438",9,0,0
2020.12.05,1,"LL-MA-441",5,3,5
2020.12.05,1,"MST-F-51",6,1,0
2020.12.05,3,"SP-DC-23",6,2,1
2020.12.05,3,"EA-Y-926",4,2,3
2020.12.05,3,"MA-F-27",1,1,0
2020.12.05,1,"DU-DP-8",1,5,6
2020.12.05,1,"R-OV-1777",3,7,9
2020.12.05,2,"TÜ-QC-22",5,0,8
2020.12.05,3,"COC-F-49",2,0,1
2020.12.05,1,"RW-U-95",3,6,3
2020.12.05,2,"WE-GT-682",0,5,1
2020.12.05,3,"WAK-T-61",6,6,1
2020.12.05,2,"AS-PG-9",1,3,1
2020.12.05,3,"KIB-F-795",0,3,2
2020.12.05,3,"G-O-397",0,8,4
2020.12.05,1,"HEL-TO-642",0,0,5
2020.12.05,2,"GR-VF-571",0,4,4
2020.12.05,3,"HO-CO-999",4,2,5
2020.12.05,3,"RV-K-225",2,1,2
2020.12.05,1,"UL-F-181",1,0,3
2020.12.05,3,"GZ-S-47",1,0,1
2020.12.05,2,"IN-B-594",4,1,4
2020.12.05,2,"OE-P-645",1,1,7
2020.12.05,1,"SOK-YW-9",0,9,6
2020.12.05,2,"KÜN-RF-364",7,4,2
2020.12.05,1,"Y-WU-48",6,0,6
2020.12.05,3,"RO-YT-78",0,2,2
2020.12.05,1,"LG-W-468",3,7,0
2020.12.05,3,"TS-I-241",4,0,6
2020.12.05,1,"SHA-TG-92",5,4,2
2020.12.05,1,"SLS-O-59",4,0,4
2020.12.05,1,"PF-T-3",9,1,4
2020.12.05,3,"HF-G-1813",7,2,4
2020.12.05,2,"VIE-B-725",4,9,0
2020.12.05,3,"LRO-XI-699",0,6,4
2020.12.05,3,"WUG-A-559",0,5,3
2020.12.05,2,"MKK-Z-151",0,1,1
2020.12.05,2,"HSK-L-873",2,0,4
2020.12.05,2,"HER-T-32",5,4,0
2020.12.05,2,"MTK-J-1",4,3,1
2020.12.05,3,"SHA-SB-8",1,3,0
2020.12.05,3,"TDO-ZD-529",2,5,9
2020.12.05,2,"MR-L-85",0,0,3
2020.12.05,1,"PLÖ-X-7727",0,0,3
2020.12.05,2,"SB-QO-122",1,4,2
2020.12.05,3,"EN-T-6",1,5,2
2020.12.05,2,"WB-XG-76",0,0,3
2020.12.05,1,"LDS-L-17",1,2,0
2020.12.05,1,"TS-L-37",3,6,3
2020.12.05,1,"EM-RY-41",5,1,5
2020.12.05,3,"WUG-XR-597",6,5,4
2020.12.05,2,"GS-W-438",0,6,1
2020.12.05,3,"SOK-B-14",1,0,0
2020.12.05,1,"KUS-YD-35",2,3,2
2020.12.05,1,"KS-NO-59",5,5,1
2020.12.05,3,"JL-C-264",2,2,4
2020.12.05,3,"EA-K-1629",2,3,2
2020.12.05,2,"MKK-VJ-986",7,1,4
2020.12.05,2,"LDK-RP-86",3,4,0
2020.12.05,3,"OH-UK-118",5,0,9
2020.12.05,2,"TÜ-ZB-288",0,4,0
2020.12.05,2,"HDH-TT-9",5,7,0
2020.12.05,1,"WST-ZT-33",5,6,0
2020.12.05,2,"DD-T-4",0,4,8
2020.12.05,1,"HO-CO-999",4,4,3
2020.12.05,2,"SON-IK-8532",1,3,0
2020.12.05,1,"JL-C-264",3,4,2
2020.12.05,2,"HAM-W-8762",2,3,1
2020.12.05,2,"MÜR-H-8",1,1,0
2020.12.05,3,"CB-VW-163",3,0,1
2020.12.05,1,"HX-T-776",4,2,0
2020.12.05,1,"RE-TB-845",3,5,0
2020.12.05,2,"SO-ND-149",3,2,3
2020.12.05,3,"KI-HP-645",2,0,1
2020.12.05,1,"HDH-TT-9",3,1,1
2020.12.05,1,"HRO-G-2464",1,3,3
2020.12.05,3,"OAL-V-81",3,1,1
2020.12.05,2,"AIC-CN-12",1,4,1
2020.12.05,3,"WN-G-454",4,1,6
2020.12.05,1,"PIR-E-79",0,1,0
2020.12.05,1,"SAW-B-78",4,0,3
2020.12.05,1,"MN-JI-5391",0,8,3
2020.12.06,3,"BOT-TZ-641",0,1,1
2020.12.06,1,"MN-W-7",1,1,2
2020.12.06,3,"EA-K-3",3,1,2
2020.12.06,1,"NWM-TI-235",2,4,3
2020.12.06,1,"H-S-495",4,1,0
2020.12.06,2,"BO-Y-9",3,2,1
2020.12.06,2,"OE-G-499",6,3,0
2020.12.06,3,"CO-O-5",0,2,1
2020.12.06,1,"LSN-HM-976",2,4,3
2020.12.06,1,"DU-TY-4369",1,7,2
2020.12.06,3,"GP-FS-77",3,3,4
2020.12.06,2,"HR-F-73",4,2,4
2020.12.06,1,"FL-FE-453",2,7,5
2020.12.06,1,"IN-L-763",2,0,4
2020.12.06,2,"N-L-913",2,0,3
2020.12.06,3,"LIF-K-87",0,3,2
2020.12.06,3,"KC-EG-737",4,1,1
2020.12.06,3,"BOR-D-22",5,1,5
2020.12.06,1,"SK-LP-46",2,7,1
2020.12.06,2,"EB-QV-351",2,4,3
2020.12.06,1,"GF-CX-913",1,4,0
2020.12.06,2,"WM-RI-753",1,1,1
2020.12.06,3,"DAU-W-62",0,1,3
2020.12.06,3,"MZ-SC-1833",0,4,0
2020.12.06,2,"OA-AL-89",3,1,6
2020.12.06,2,"BOR-D-22",3,1,2
2020.12.06,3,"BD-Z-2645",2,0,1
2020.12.06,1,"PCH-U-396",3,1,3
2020.12.06,3,"NW-PJ-297",2,3,4
2020.12.06,1,"MOS-HU-573",1,1,6
2020.12.06,2,"NWM-TI-235",4,8,2
2020.12.06,2,"ES-RW-45",1,0,6
2020.12.06,2,"LOS-JO-45",0,9,2
2020.12.06,2,"LOS-JO-45",5,2,1
2020.12.06,3,"ROS-R-42",3,3,2
2020.12.06,2,"GZ-S-47",1,1,0
2020.12.06,1,"EN-T-6",4,0,1
2020.12.06,2,"HWI-RQ-618",0,0,0
2020.12.06,3,"MST-F-51",2,4,0
2020.12.06,3,"EIC-OX-514",1,1,6
2020.12.06,2,"IN-DW-113",0,7,0
2020.12.06,3,"KO-SG-852",4,5,3
2020.12.06,3,"ES-RK-632",7,3,2
2020.12.06,2,"H-HM-9",4,2,1
2020.12.06,1,"BA-A-92",6,1,7
2020.12.06,2,"ME-Y-127",0,0,0
2020.12.06,1,"HX-VE-52",5,1,5
2020.12.06,1,"GR-VF-571",0,4,1
2020.12.06,1,"MM-BT-443",1,3,2
2020.12.06,2,"GRZ-DG-313",1,2,1
2020.12.06,3,"DH-MT-479",2,3,1
2020.12.06,2,"DAU-P-533",0,3,8
2020.12.06,2,"TÜ-YR-2557",2,0,0
2020.12.06,3,"OH-UK-118",0,1,6
2020.12.06,1,"OHA-C-92",2,1,7
2020.12.06,3,"OHZ-FH-29",0,5,3
2020.12.06,1,"WAF-V-2673",0,6,2
2020.12.06,2,"KF-D-95",2,1,2
2020.12.06,1,"KE-XV-79",2,0,3
2020.12.06,3,"SLK-O-32",4,2,0
2020.12.06,2,"BWL-MV-2",5,0,1
2020.12.06,1,"OB-HL-978",5,4,2
2020.12.06,2,"OAL-VK-36",0,2,2
2020.12.06,2,"GS-R-5",5,0,5
2020.12.06,3,"WND-A-492",4,4,1
2020.12.06,3,"NVP-WI-779",0,3,2
2020.12.06,2,"HRO-T-727",9,0,5
2020.12.06,2,"SK-JL-4",0,3,1
2020.12.06,1,"AW-S-6395",0,4,0
2020.12.06,2,"LDK-O-871",3,0,2
2020.12.06,2,"VER-LH-817",4,1,4
2020.12.06,1,"RT-OC-157",4,1,2
2020.12.06,3,"H-MH-183",0,4,1
2020.12.06,3,"GÜ-M-3733",4,8,6
2020.12.06,1,"AW-UI-422",8,8,0
2020.12.06,2,"IGB-O-746",1,0,0
2020.12.06,3,"SK-O-2",5,6,9
2020.12.06,2,"DL-CC-26",2,6,1
2020.12.06,3,"MA-AA-3645",6,4,9
2020.12.06,3,"WÜ-Y-1339",5,1,5
2020.12.06,1,"SAW-H-67",7,0,0
2020.12.06,3,"EIC-NB-96",7,3,5
2020.12.06,2,"NMS-D-76",4,5,2
2020.12.06,2,"HBN-NT-57",1,4,0
2020.12.06,1,"AIC-QE-232",0,2,5
2020.12.06,3,"SHA-SB-8",7,3,5
2020.12.06,2,"KT-H-992",3,4,5
2020.12.06,1,"FF-C-866",6,3,6
2020.12.06,1,"CHA-M-475",3,7,0
2020.12.06,2,"Y-ES-77",5,0,0
2020.12.06,1,"BA-A-92",0,0,1
2020.12.06,1,"IN-JW-26",0,8,2
2020.12.06,1,"OHZ-W-68",2,0,4
2020.12.06,3,"HR-F-73",2,5,6
2020.12.06,1,"C-F-37",4,0,0
2020.12.06,1,"AW-S-6395",5,7,1
2020.12.06,1,"GE-I-1289",4,4,2
2020.12.06,3,"AW-S-6395",3,3,1
2020.12.06,2,"SE-FT-67",0,1,2
2020.12.06,3,"AUR-X-97",6,4,2
2020.12.06,3,"R-C-42",2,2,3
2020.12.06,2,"NES-YJ-26",1,1,3
2020.12.06,3,"MKK-CL-93",0,1,0
2020.12.06,2,"MST-ZK-6",3,0,1
2020.12.06,2,"THL-U-715",8,1,0
2020.12.06,2,"WUG-A-559",5,0,3
2020.12.06,1,"SW-RM-63",0,4,4
2020.12.07,1,"LG-I-3",1,0,4
2020.12.07,3,"NVP-Q-6964",4,2,1
2020.12.07,1,"NU-N-3",4,4,0
2020.12.07,1,"ES-OK-965",3,1,2
2020.12.07,3,"SL-AQ-29",2,3,1
2020.12.07,2,"SPN-KF-8545",0,0,2
2020.12.07,1,"SAW-B-78",3,4,7
2020.12.07,1,"STD-HK-6546",0,0,0
2020.12.07,1,"CHA-I-62",1,0,6
2020.12.07,2,"SL-RS-233",3,3,3
2020.12.07,1,"MA-H-94",1,4,0
2020.12.07,3,"KI-HP-645",3,1,1
2020.12.07,2,"THL-Q-628",2,1,5
2020.12.07,1,"KYF-N-4",4,0,0
2020.12.07,1,"ERZ-DZ-2336",1,1,7
2020.12.07,3,"OS-D-832",3,3,0
2020.12.07,2,"UN-KX-61",1,1,0
2020.12.07,1,"BOR-QF-7563",2,5,3
2020.12.07,1,"SO-Z-874",2,6,0
2020.12.07,1,"GRZ-F-893",1,0,4
2020.12.07,1,"MA-H-94",4,1,0
2020.12.07,2,"SM-RI-94",6,2,1
2020.12.07,1,"WW-WN-2",1,6,6
2020.12.07,2,"MG-VR-5",5,4,0
2020.12.07,3,"PR-D-9183",0,5,0
2020.12.07,2,"MS-NB-8274",7,1,2
2020.12.07,1,"GS-H-63",3,1,3
2020.12.07,2,"WTM-E-4671",1,1,1
2020.12.07,1,"HRO-T-727",3,2,1
2020.12.07,1,"J-RW-6",0,4,8
2020.12.07,1,"ME-TS-1281",4,4,1
2020.12.07,2,"NK-F-548",0,6,1
2020.12.07,1,"KG-EV-1",0,0,3
2020.12.07,2,"GR-S-678",1,4,2
2020.12.07,1,"HEF-J-696",3,3,4
2020.12.07,1,"PAF-N-97",2,4,1
2020.12.07,1,"HH-T-324",6,1,9
2020.12.07,3,"TÜ-UK-11",0,7,7
2020.12.07,2,"LM-SX-381",2,3,7
2020.12.07,3,"WUN-RE-488",4,2,0
2020.12.07,3,"HRO-G-2464",5,2,2
2020.12.07,3,"GAP-K-7",7,7,1
2020.12.07,1,"SK-JL-4",1,0,4
2020.12.07,1,"HWI-F-91",3,4,1
2020.12.07,2,"NL-CH-951",4,5,1
2020.12.07,2,"DAU-P-533",4,1,3
2020.12.07,1,"EB-A-675",3,5,2
2020.12.07,1,"CHA-M-475",1,3,5
2020.12.07,1,"KU-B-49",1,2,2
2020.12.07,2,"WOB-BU-1256",0,3,3
2020.12.07,3,"SAD-X-4",2,6,1
2020.12.07,2,"HSK-V-3",4,6,0
2020.12.07,1,"COC-Z-7",7,3,5
2020.12.07,2,"LM-GL-1241",6,1,2
2020.12.07,1,"GAP-MQ-6",1,3,1
2020.12.07,2,"LDS-A-26",1,1,3
2020.12.07,1,"WE-H-269",4,5,0
2020.12.07,2,"MZG-MD-6",1,0,1
2020.12.07,3,"NR-S-932",1,6,0
2020.12.07,1,"EA-CK-47",3,2,1
2020.12.07,2,"TÖL-L-974",6,2,2
2020.12.07,1,"AP-PC-542",3,1,3
2020.12.07,2,"WE-GT-682",5,6,3
2020.12.07,2,"LG-AK-79",2,1,3
2020.12.07,3,"MA-H-94",3,3,3
2020.12.07,1,"TÖL-L-974",6,0,0
2020.12.07,1,"WES-PY-211",0,3,0
2020.12.07,2,"IGB-O-746",1,2,0
2020.12.07,2,"FT-KC-243",3,7,4
2020.12.07,2,"G-O-397",7,0,2
2020.12.07,1,"LD-GQ-37",2,2,1
2020.12.07,2,"TDO-ZD-529",3,4,2
2020.12.07,1,"J-RW-6",1,0,5
2020.12.07,2,"AW-DA-46",3,0,4
2020.12.07,3,"PE-AP-95",2,2,4
2020.12.07,2,"SIG-R-3871",4,1,5
2020.12.07,2,"NW-S-36",6,8,5
2020.12.07,1,"NM-C-81",6,1,0
2020.12.07,2,"OL-A-623",6,4,7
2020.12.07,2,"NE-JC-978",6,5,5
2020.12.07,3,"OAL-A-459",5,2,1
2020.12.07,1,"LG-I-3",1,3,4
2020.12.07,3,"WF-WW-2",5,5,1
2020.12.07,3,"WÜ-L-2739",5,3,0
2020.12.07,1,"FL-FE-453",4,1,1
2020.12.07,2,"RV-C-94",1,0,7
2020.12.07,1,"HAM-V-523",5,2,4
2020.12.07,3,"DU-U-83",4,7,0
2020.12.07,2,"HAM-V-523",4,8,4
