iata,name,city,state,country,lat,long,dst,tz,utc_offset
CVG,Cincinnati Northern Kentucky International Airport,Covington,KY,USA,39.04614278,-84.6621725,A,America/New_York,-4
LOU,Bowman Field,Louisville,KY,USA,38.228,-85.66372222,A,America/Kentucky/Louisville,-4
SME,Lake Cumberland Regional Airport,Somerset,KY,USA,37.05419722,-84.61494139,A,America/New_York,-4
SDF,Louisville International Standiford Field,Louisville,KY,USA,38.17438889,-85.736,A,America/Kentucky/Louisville,-4
FFT,Capital City Airport,Frankfort,KY,USA,38.18248861,-84.90470083,A,America/New_York,-4
PAH,Barkley Regional Airport,Paducah,KY,USA,37.06083333,-88.77375,A,America/Chicago,-5
LOZ,London-Corbin Airport/Magee Field,London,KY,USA,37.08727778,-84.07677778,A,America/New_York,-4
ARA,Acadiana Regional Airport,New Iberia,LA,USA,30.03775833,-91.88389611,A,America/Chicago,-5
LCH,Lake Charles Regional Airport,Lake Charles,LA,USA,30.126097499999997,-93.22340361,A,America/Chicago,-5
BTR,Baton Rouge Metropolitan Airport,Baton Rouge,LA,USA,30.53316083,-91.14963444,A,America/Chicago,-5
ESF,Esler Regional Airport,Alexandria,LA,USA,31.3949025,-92.29577194,A,America/Chicago,-5
NEW,Lakefront Airport,New Orleans,LA,USA,30.04242056,-90.02825694,A,America/Chicago,-5
MSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,USA,29.99338889,-90.25802778,A,America/Chicago,-5
SHV,Shreveport Regional Airport,Shreveport,LA,USA,32.446627500000005,-93.82559833,A,America/Chicago,-5
DTN,Shreveport Downtown Airport,Shreveport,LA,USA,32.54021889,-93.7450225,A,America/Chicago,-5
LFT,Lafayette Regional Airport,Lafayette,LA,USA,30.20527972,-91.987655,A,America/Chicago,-5
MLU,Monroe Regional Airport,Monroe,LA,USA,32.51086556,-92.03768778,A,America/Chicago,-5
AEX,Alexandria International Airport,Alexandria,LA,USA,31.32737167,-92.54855611,A,America/Chicago,-5
DRI,Beauregard Regional Airport,De Ridder,LA,USA,30.83152778,-93.33963889,A,America/Chicago,-5
PVC,Provincetown Municipal Airport,Provincetown,MA,USA,42.07199833,-70.22137667,A,America/New_York,-4
BAF,Westfield-Barnes Regional Airport,Westfield,MA,USA,42.15773111,-72.71562028,A,America/New_York,-4
BOS,General Edward Lawrence Logan International Airport,Boston,MA,USA,42.3643475,-71.00517917,A,America/New_York,-4
ACK,Nantucket Memorial Airport,Nantucket,MA,USA,41.25305194,-70.06018139,A,America/New_York,-4
OWD,Norwood Memorial Airport,Norwood,MA,USA,42.19079694,-71.17310389,A,America/New_York,-4
HYA,Barnstable Municipal Boardman Polando Field,Hyannis,MA,USA,41.66933639,-70.28035583,A,America/New_York,-4
PYM,Plymouth Municipal Airport,Plymouth,MA,USA,41.90902444,-70.72878778,A,America/New_York,-4
CEF,Westover ARB/Metropolitan Airport,Chicopee,MA,USA,42.19826389,-72.53425833,A,America/New_York,-4
BVY,Beverly Municipal Airport,Beverly,MA,USA,42.58417111,-70.91651833,A,America/New_York,-4
MVY,Martha's Vineyard Airport,Marthas Vineyard,MA,USA,41.39302583,-70.614332499999989,A,America/New_York,-4
ORH,Worcester Regional Airport,Worcester,MA,USA,42.26733944,-71.87570944,A,America/New_York,-4
BED,Laurence G Hanscom Field,Bedford,MA,USA,42.46995306,-71.289030000000011,A,America/New_York,-4
EWB,New Bedford Regional Airport,New Bedford,MA,USA,41.67614167,-70.95694167,A,America/New_York,-4
LWM,Lawrence Municipal Airport,Lawrence,MA,USA,42.71720944,-71.12343,A,America/New_York,-4
CBE,Greater Cumberland Regional Airport,Cumberland,MD,USA,39.61541667,-78.76086361,A,America/New_York,-4
BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,MD,USA,39.17540167,-76.66819833,A,America/New_York,-4
FME,Tipton Airport,Odenton,MD,USA,39.08538667,-76.75941444,A,America/New_York,-4
MTN,Martin State Airport,Baltimore,MD,USA,39.32566333,-76.41376556,A,America/New_York,-4
SBY,Salisbury Ocean City Wicomico Regional Airport,Salisbury,MD,USA,38.34052611,-75.51028806,A,America/New_York,-4
GAI,Montgomery County Airpark,Gaithersburg,MD,USA,39.16833611,-77.166,A,America/New_York,-4
HGR,Hagerstown Regional Richard A Henson Field,Hagerstown,MD,USA,39.70794444,-77.7295,A,America/New_York,-4
ESN,Easton Newnam Field,Easton,MD,USA,38.80416667,-76.069,A,America/New_York,-4
CAR,Caribou Municipal Airport,Caribou,ME,USA,46.8715,-68.01791667,A,America/New_York,-4
BHB,Hancock County-Bar Harbor Airport,Bar Harbor,ME,USA,44.44969444,-68.3615,A,America/New_York,-4
PQI,Northern Maine Regional Airport at Presque Isle,Presque Isle,ME,USA,46.688959999999994,-68.04479972,A,America/New_York,-4
BGR,Bangor International Airport,Bangor,ME,USA,44.80744444,-68.82813889,A,America/New_York,-4
RKD,Knox County Regional Airport,Rockland,ME,USA,44.06008333,-69.09925,A,America/New_York,-4
LEW,Auburn Lewiston Municipal Airport,Auburn-Lewiston,ME,USA,44.04847278,-70.2835075,A,America/New_York,-4
HUL,Houlton International Airport,Houlton,ME,USA,46.12308333,-67.79205556,A,America/New_York,-4
AUG,Augusta State Airport,Augusta,ME,USA,44.32064972,-69.79731806,A,America/New_York,-4
PWM,Portland International Jetport Airport,Portland,ME,USA,43.64616667,-70.30875,A,America/New_York,-4
MBL,Manistee Co Blacker Airport,Manistee,MI,USA,44.27319722,-86.2490025,A,America/Detroit,-4
LAN,Capital City Airport,Lansing,MI,USA,42.7787,-84.58735806,A,America/Detroit,-4
JXN,Jackson County Reynolds Field,Jackson,MI,USA,42.25978556,-84.45940361,A,America/Detroit,-4
MNM,Menominee Regional Airport,Menominee,MI,USA,45.12665028,-87.63844056,A,America/Menominee,-5
APN,Alpena County Regional Airport,Alpena,MI,USA,45.078067499999996,-83.56028583,A,America/Detroit,-4
ESC,Delta County Airport,Escanaba,MI,USA,45.72266972,-87.09373139,A,America/Detroit,-4
DTW,Detroit Metropolitan Wayne County Airport,Detroit,MI,USA,42.21205889,-83.34883583,A,America/Detroit,-4
ARB,Ann Arbor Municipal Airport,Ann Arbor,MI,USA,42.22298361,-83.74560722,A,America/Detroit,-4
PLN,Pellston Regional Airport of Emmet County Airport,Pellston,MI,USA,45.5709275,-84.796715,A,America/Detroit,-4
HTL,Roscommon County - Blodgett Memorial Airport,Houghton Lake,MI,USA,44.35980556,-84.67111111,A,America/Detroit,-4
IMT,Ford Airport,Iron Mountain/Kingsford,MI,USA,45.81835417,-88.1145425,A,America/Menominee,-5
OSC,Oscoda Wurtsmith Airport,Oscoda,MI,USA,44.45260972,-83.38036389,A,America/Detroit,-4
PHN,St Clair County International Airport,Port Huron,MI,USA,42.91095778,-82.52886139,A,America/Detroit,-4
DET,Coleman A. Young Municipal Airport,Detroit,MI,USA,42.40919444,-83.00986111,A,America/Detroit,-4
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,USA,42.88081972,-85.52276778,A,America/Detroit,-4
FNT,Bishop International Airport,Flint,MI,USA,42.96550333,-83.74345639,A,America/Detroit,-4
GDW,Gladwin Zettel Memorial Airport,Gladwin,MI,USA,43.97063278,-84.47503861,A,America/Detroit,-4
MKG,Muskegon County Airport,Muskegon,MI,USA,43.16948806,-86.23822306,A,America/Detroit,-4
LDM,Mason County Airport,Ludington,MI,USA,43.96253278,-86.40791528,A,America/Detroit,-4
CIU,Chippewa County International Airport,Sault Ste. Marie,MI,USA,46.25075194,-84.47238528,A,America/Detroit,-4
GLR,Gaylord Regional Airport,Gaylord,MI,USA,45.01354806,-84.70318944,A,America/Detroit,-4
YIP,Willow Run Airport,Detroit,MI,USA,42.237927500000005,-83.53040889,A,America/Detroit,-4
RMY,Mariposa Yosemite Airport,Marshall,MI,USA,42.25118111,-84.9554525,A,America/Detroit,-4
AMN,Gratiot Community Airport,Alma,MI,USA,43.3221425,-84.68794917,A,America/Detroit,-4
MBS,MBS International Airport,Saginaw,MI,USA,43.53291472,-84.07964722,A,America/Detroit,-4
TVC,Cherry Capital Airport,Traverse City,MI,USA,44.74144472,-85.582235,A,America/Detroit,-4
PTK,Oakland County International Airport,Pontiac,MI,USA,42.66520389,-83.41870917,A,America/Detroit,-4
CMX,Houghton County Memorial Airport,Hancock,MI,USA,47.16841722,-88.48906083,A,America/Detroit,-4
AZO,Kalamazoo Battle Creek International Airport,Kalamazoo,MI,USA,42.234875,-85.552057499999989,A,America/Detroit,-4
BJI,Bemidji Regional Airport,Bemidji,MN,USA,47.50942417,-94.93372333,A,America/Chicago,-5
RST,Rochester International Airport,Rochester,MN,USA,43.90882639,-92.49798722,A,America/Chicago,-5
TVF,Thief River Falls Regional Airport,Thief River Falls,MN,USA,48.06550028,-96.18336083,A,America/Chicago,-5
GPZ,Grand Rapids Itasca Co-Gordon Newstrom field,Grand Rapids,MN,USA,47.21110333,-93.50984472,A,America/Chicago,-5
HIB,Range Regional Airport,Hibbing,MN,USA,47.38659917,-92.83899333,A,America/Chicago,-5
CHU,Chuathbaluk Airport,Caledonia,MN,USA,43.59635861,-91.50394639,A,America/Chicago,-5
DLH,Duluth International Airport,Duluth,MN,USA,46.84209028,-92.19364861,A,America/Chicago,-5
STC,St Cloud Regional Airport,St Cloud,MN,USA,45.54532417,-94.05833667,A,America/Chicago,-5
INL,Falls International Airport,International Falls,MN,USA,48.56618722,-93.40306667,A,America/Chicago,-5
FCM,Flying Cloud Airport,Minneapolis,MN,USA,44.82724111,-93.45714639,A,America/Chicago,-5
MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,MN,USA,44.88054694,-93.2169225,A,America/Chicago,-5
BDE,Baudette International Airport,Baudette,MN,USA,48.72741667,-94.61030556,A,America/Chicago,-5
STP,St Paul Downtown Holman Field,St Paul,MN,USA,44.9344725,-93.05999861,A,America/Chicago,-5
MKC,Charles B. Wheeler Downtown Airport,Kansas City,MO,USA,39.12324111,-94.592735,A,America/Chicago,-5
IRK,Kirksville Regional Airport,Kirksville,MO,USA,40.09364444,-92.54496917,A,America/Chicago,-5
SIK,Sikeston Memorial Municipal Airport,Sikeston,MO,USA,36.89888889,-89.56175,A,America/Chicago,-5
STJ,Rosecrans Memorial Airport,St Joseph,MO,USA,39.77194444,-94.90970556,A,America/Chicago,-5
TBN,Waynesville-St. Robert Regional Forney field,Fort Leonard Wood,MO,USA,37.74163111,-92.14073611,A,America/Chicago,-5
SUS,Spirit of St Louis Airport,St Louis,MO,USA,38.66187028,-90.65123,A,America/Chicago,-5
JLN,Joplin Regional Airport,Joplin,MO,USA,37.15181361,-94.49826833,A,America/Chicago,-5
SGF,Springfield Branson National Airport,Springfield,MO,USA,37.24432611,-93.38685806,A,America/Chicago,-5
POF,Poplar Bluff Municipal Airport,Poplar Bluff,MO,USA,36.77394444,-90.32484722,A,America/Chicago,-5
COU,Columbia Regional Airport,Columbia,MO,USA,38.81809306,-92.21962917,A,America/Chicago,-5
JEF,Jefferson City Memorial Airport,Jefferson City,MO,USA,38.59117917,-92.15614389,A,America/Chicago,-5
STL,St Louis Lambert International Airport,St Louis,MO,USA,38.74768694,-90.35998972,A,America/Chicago,-5
CGI,Cape Girardeau Regional Airport,Cape Girardeau,MO,USA,37.22531694,-89.57075167,A,America/Chicago,-5
AIZ,Lee C Fine Memorial Airport,Kaiser/Lake Ozark,MO,USA,38.096035,-92.5494875,A,America/Chicago,-5
MCI,Kansas City International Airport,Kansas City,MO,USA,39.29760528,-94.71390556,A,America/Chicago,-5
MEI,Key Field,Meridian,MS,USA,32.33313333,-88.75120556,A,America/Chicago,-5
GPT,Gulfport Biloxi International Airport,Gulfport-Biloxi,MS,USA,30.40728028,-89.07009278,A,America/Chicago,-5
GWO,Greenwood–Leflore Airport,Greenwood,MS,USA,33.49432667,-90.084705,A,America/Chicago,-5
PIB,Hattiesburg Laurel Regional Airport,Hattiesburg-Laurel,MS,USA,31.46714944,-89.33705778,A,America/Chicago,-5
GTR,Golden Triangle Regional Airport,Columbus-Starkville-West Point,MS,USA,33.45033444,-88.59136861,A,America/Chicago,-5
JAN,Jackson-Medgar Wiley Evers International Airport,Jackson,MS,USA,32.31116667,-90.07588889,A,America/Chicago,-5
OLV,Olive Branch Airport,Olive Branch,MS,USA,34.97875,-89.78683333,A,America/Chicago,-5
TUP,Tupelo Regional Airport,Tupelo,MS,USA,34.26810833,-88.769894999999991,A,America/Chicago,-5
HBG,Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,MS,USA,31.26506556,-89.253032499999989,A,America/Chicago,-5
GLH,Mid Delta Regional Airport,Greenville,MS,USA,33.48288111,-90.98561389,A,America/Chicago,-5
WYS,Yellowstone Airport,West Yellowstone,MT,USA,44.68839917,-111.1176375,A,America/Denver,-6
GTF,Great Falls International Airport,Great Falls,MT,USA,47.48200194,-111.37068529999999,A,America/Denver,-6
GDV,Dawson Community Airport,Glendive,MT,USA,47.13871861,-104.8071994,A,America/Denver,-6
LVM,Mission Field,Livingston,MT,USA,45.69938889,-110.44830559999998,A,America/Denver,-6
MSO,Missoula International Airport,Missoula,MT,USA,46.91630556,-114.09055559999999,A,America/Denver,-6
LWT,Lewistown Municipal Airport,Lewistown,MT,USA,47.04913944,-109.4666006,A,America/Denver,-6
CTB,Cut Bank International Airport,Cut Bank,MT,USA,48.60835444,-112.37614640000001,A,America/Denver,-6
GGW,Wokal Field Glasgow International Airport,Glasgow,MT,USA,48.21246417,-106.6148231,A,America/Denver,-6
SDY,Sidney - Richland Regional Airport,Sidney,MT,USA,47.70685778,-104.1925544,A,America/Denver,-6
FCA,Glacier Park International Airport,Kalispell,MT,USA,48.31140472,-114.25506940000001,A,America/Denver,-6
BTM,Bert Mooney Airport,Butte,MT,USA,45.95479528,-112.49746,A,America/Denver,-6
MLS,Frank Wiley Field,Miles City,MT,USA,46.42795972,-105.8862397,A,America/Denver,-6
HLN,Helena Regional Airport,Helena,MT,USA,46.60681806,-111.9827503,A,America/Denver,-6
BIL,Billings Logan International Airport,Billings,MT,USA,45.8076625,-108.54286110000001,A,America/Denver,-6
HVR,Havre City County Airport,Havre,MT,USA,48.542984999999994,-109.7623419,A,America/Denver,-6
OLF,L M Clayton Airport,Wolf Point,MT,USA,48.09451778,-105.57505359999999,A,America/Denver,-6
BZN,Gallatin Field,Bozeman,MT,USA,45.77690139,-111.15300719999999,A,America/Denver,-6
ISO,Kinston Regional Jetport At Stallings Field,Kinston,NC,USA,35.32807944,-77.61552611,A,America/New_York,-4
HKY,Hickory Regional Airport,Hickory,NC,USA,35.74114639,-81.38954889,A,America/New_York,-4
SVH,Statesville Regional Airport,Statesville,NC,USA,35.76526389,-80.95673611,A,America/New_York,-4
FFA,First Flight Airport,Kill Devil Hills,NC,USA,36.01822278,-75.67128694,A,America/New_York,-4
RDU,Raleigh Durham International Airport,Raleigh,NC,USA,35.87763889,-78.78747222,A,America/New_York,-4
OAJ,Albert J Ellis Airport,Jacksonville,NC,USA,34.82916444,-77.61213778,A,America/New_York,-4
CLT,Charlotte Douglas International Airport,Charlotte,NC,USA,35.21401111,-80.94312583,A,America/New_York,-4
AVL,Asheville Regional Airport,Asheville,NC,USA,35.43619444,-82.54180556,A,America/New_York,-4
INT,Smith Reynolds Airport,Winston-Salem,NC,USA,36.13372222,-80.222,A,America/New_York,-4
SOP,Moore County Airport,Pinehurst/Southern Pines,NC,USA,35.23735278,-79.39116944,A,America/New_York,-4
EWN,Coastal Carolina Regional Airport,New Bern,NC,USA,35.07297222,-77.04294444,A,America/New_York,-4
LBT,Lumberton Regional Airport,Lumberton,NC,USA,34.60991667,-79.05944444,A,America/New_York,-4
OCW,Warren Field,Washington,NC,USA,35.57046806,-77.04981306,A,America/New_York,-4
MRN,Foothills Regional Airport,Morganton,NC,USA,35.82149222,-81.61073639,A,America/New_York,-4
ILM,Wilmington International Airport,Wilmington,NC,USA,34.27061111,-77.90255556,A,America/New_York,-4
GSO,Piedmont Triad International Airport,Greensboro,NC,USA,36.09774694,-79.9372975,A,America/New_York,-4
ECG,Elizabeth City Regional Airport & Coast Guard Air Station,Elizabeth City,NC,USA,36.26057417,-76.17459778,A,America/New_York,-4
RWI,Rocky Mount Wilson Regional Airport,Rocky Mount,NC,USA,35.85498861,-77.89295611,A,America/New_York,-4
PGV,Pitt Greenville Airport,Greenville,NC,USA,35.63523944,-77.38532028,A,America/New_York,-4
FAY,Fayetteville Regional Grannis Field,Fayetteville,NC,USA,34.99147222,-78.88,A,America/New_York,-4
BIS,Bismarck Municipal Airport,Bismarck,ND,USA,46.77411111,-100.74672220000001,A,America/Chicago,-5
GFK,Grand Forks International Airport,Grand Forks,ND,USA,47.949255,-97.17611111,A,America/Chicago,-5
DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,ND,USA,46.79738889,-102.8019528,A,America/Denver,-6
PMB,Pembina Municipal Airport,Pembina,ND,USA,48.9425,-97.24083333,A,America/Chicago,-5
ISN,Sloulin Field International Airport,Williston,ND,USA,48.17793861,-103.6423467,A,America/Chicago,-5
FAR,Hector International Airport,Fargo,ND,USA,46.91934889,-96.81498889,A,America/Chicago,-5
JMS,Jamestown Regional Airport,Jamestown,ND,USA,46.92971944,-98.67819528,A,America/Chicago,-5
DVL,Devils Lake Regional Airport,Devils Lake,ND,USA,48.11424528,-98.90877833,A,America/Chicago,-5
MOT,Minot International Airport,Minot,ND,USA,48.25937778,-101.2803339,A,America/Chicago,-5
GRI,Central Nebraska Regional Airport,Grand Island,NE,USA,40.96747222,-98.30861111,A,America/Chicago,-5
BFF,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,NE,USA,41.87402778,-103.59563890000001,A,America/Denver,-6
LXN,Jim Kelly Field,Lexington,NE,USA,40.791,-99.77727778,A,America/Chicago,-5
MCK,Mc Cook Ben Nelson Regional Airport,McCook,NE,USA,40.20638889,-100.5918056,A,America/Chicago,-5
HDE,Brewster Field,Holdredge,NE,USA,40.45269444,-99.33733333,A,America/Chicago,-5
OFK,Karl Stefan Memorial Airport,Norfolk,NE,USA,41.98546389,-97.43511111,A,America/Chicago,-5
SNY,Sidney Municipal-Lloyd W Carr Field,Sidney,NE,USA,41.10133333,-102.98527779999999,A,America/Denver,-6
AIA,Alliance Municipal Airport,Alliance,NE,USA,42.05325,-102.80372220000001,A,America/Denver,-6
FET,Fremont Municipal Airport,Fremont,NE,USA,41.44913889,-96.52019444,A,America/Chicago,-5
CDR,Chadron Municipal Airport,Chadron,NE,USA,42.83755556,-103.0954167,A,America/Denver,-6
LNK,Lincoln Airport,Lincoln,NE,USA,40.85097222,-96.75925,A,America/Chicago,-5
LBF,North Platte Regional Airport Lee Bird Field,North Platte,NE,USA,41.12621194,-100.6836542,A,America/Chicago,-5
OMA,Eppley Airfield,Omaha,NE,USA,41.30251861,-95.89417306,A,America/Chicago,-5
MHT,Manchester-Boston Regional Airport,Manchester,NH,USA,42.93451639,-71.43705583,A,America/New_York,-4
LEB,Lebanon Municipal Airport,Lebanon,NH,USA,43.62637222,-72.30426722,A,America/New_York,-4
PSM,Portsmouth International at Pease Airport,Portsmouth,NH,USA,43.07795889,-70.82327333,A,America/New_York,-4
ASH,Boire Field,Nashua,NH,USA,42.78176306,-71.51477944,A,America/New_York,-4
CON,Concord Municipal Airport,Concord,NH,USA,43.20273278,-71.50228556,A,America/New_York,-4
EEN,Dillant Hopkins Airport,Keene,NH,USA,42.89839944,-72.27078111,A,America/New_York,-4
LDJ,Linden Airport,Linden,NJ,USA,40.61744722,-74.24459417,A,America/New_York,-4
ACY,Atlantic City International Airport,Atlantic City,NJ,USA,39.45758333,-74.57716667,A,America/New_York,-4
CDW,Essex County Airport,Caldwell,NJ,USA,40.87522278,-74.28135667,A,America/New_York,-4
TEB,Teterboro Airport,Teterboro,NJ,USA,40.85010139,-74.06083611,A,America/New_York,-4
WWD,Cape May County Airport,Wildwood,NJ,USA,39.00850694,-74.90827389,A,America/New_York,-4
EWR,Newark Liberty International Airport,Newark,NJ,USA,40.69249722,-74.16866056,A,America/New_York,-4
MMU,Morristown Municipal Airport,Morristown,NJ,USA,40.79935,-74.41487472,A,America/New_York,-4
TTN,Trenton Mercer Airport,Trenton,NJ,USA,40.27669111,-74.81346833,A,America/New_York,-4
MIV,Millville Municipal Airport,Millville,NJ,USA,39.36780556,-75.07222222,A,America/New_York,-4
ALM,Alamogordo White Sands Regional Airport,Alamogordo,NM,USA,32.83994444,-105.99058329999998,A,America/Denver,-6
GUP,Gallup Municipal Airport,Gallup,NM,USA,35.51105833,-108.78930940000001,A,America/Denver,-6
ABQ,Albuquerque International Sunport,Albuquerque,NM,USA,35.04022222,-106.6091944,A,America/Denver,-6
LAM,Los Alamos Airport,Los Alamos,NM,USA,35.87980194,-106.26941529999999,A,America/Denver,-6
TCC,Tucumcari Municipal Airport,Tucumcari,NM,USA,35.18277806,-103.6031853,A,America/Denver,-6
LRU,Las Cruces International Airport,Las Cruces,NM,USA,32.28941667,-106.92197220000001,A,America/Denver,-6
GNT,Grants-Milan Municipal Airport,Grants,NM,USA,35.16531472,-107.90061419999999,A,America/Denver,-6
RTN,Raton Municipal-Crews Field,Raton,NM,USA,36.74152778,-104.5021833,A,America/Denver,-6
CNM,Cavern City Air Terminal,Carlsbad,NM,USA,32.33747222,-104.2632778,A,America/Denver,-6
HOB,Lea County Regional Airport,Hobbs,NM,USA,32.68752778,-103.2170278,A,America/Denver,-6
SAF,Santa Fe Municipal Airport,Santa Fe,NM,USA,35.61677778,-106.08813889999999,A,America/Denver,-6
TCS,Truth Or Consequences Municipal Airport,Truth Or Consequences,NM,USA,33.23694444,-107.27175,A,America/Denver,-6
ROW,Roswell International Air Center Airport,Roswell,NM,USA,33.30155556,-104.5305556,A,America/Denver,-6
CVN,Clovis Municipal Airport,Clovis,NM,USA,34.42513889,-103.0792778,A,America/Denver,-6
FMN,Four Corners Regional Airport,Farmington,NM,USA,36.74125,-108.22994440000001,A,America/Denver,-6
LVS,Las Vegas Municipal Airport,Las Vegas,NM,USA,35.65422222,-105.1423889,A,America/Denver,-6
LAS,McCarran International Airport,Las Vegas,NV,USA,36.08036111,-115.15233329999998,A,America/Los_Angeles,-7
RNO,Reno Tahoe International Airport,Reno,NV,USA,39.49857611,-119.76806470000001,A,America/Los_Angeles,-7
ELY,Ely Airport Yelland Field,Ely,NV,USA,39.29969444,-114.8418889,A,America/Los_Angeles,-7
EKO,Elko Regional Airport,Elko,NV,USA,40.82492611,-115.79169640000002,A,America/Los_Angeles,-7
RME,Griffiss International Airport,Rome,NY,USA,43.23379861,-75.40703333,A,America/New_York,-4
SYR,Syracuse Hancock International Airport,Syracuse,NY,USA,43.11118694,-76.10631056,A,America/New_York,-4
ELM,Elmira Corning Regional Airport,Elmira,NY,USA,42.15991361,-76.89144333,A,America/New_York,-4
ISP,Long Island Mac Arthur Airport,Islip,NY,USA,40.7952425,-73.10021194,A,America/New_York,-4
ROC,Greater Rochester International Airport,Rochester,NY,USA,43.11886611,-77.67238389,A,America/New_York,-4
JRB,Downtown-Manhattan/Wall St Heliport,New York,NY,USA,40.70121361,-74.00902833,A,America/New_York,-4
LGA,La Guardia Airport,New York,NY,USA,40.77724306,-73.87260917,A,America/New_York,-4
BGM,Greater Binghamton/Edwin A Link field,Binghamton,NY,USA,42.20848278,-75.97961361,A,America/New_York,-4
JHW,Chautauqua County-Jamestown Airport,Jamestown,NY,USA,42.15336861,-79.258034999999992,A,America/New_York,-4
ALB,Albany International Airport,Albany,NY,USA,42.74811944,-73.80297861,A,America/New_York,-4
OGS,Ogdensburg International Airport,Ogdensburg,NY,USA,44.68185361,-75.46549917,A,America/New_York,-4
MSS,Massena International Richards Field,Massena,NY,USA,44.93582722,-74.84554583,A,America/New_York,-4
FOK,Francis S Gabreski Airport,Westhampton Beach,NY,USA,40.84365472,-72.63178917,A,America/New_York,-4
GFL,Floyd Bennett Memorial Airport,Glens Falls,NY,USA,43.34121,-73.61030749999999,A,America/New_York,-4
ART,Watertown International Airport,Watertown,NY,USA,43.99192222,-76.02173861,A,America/New_York,-4
BUF,Buffalo Niagara International Airport,Buffalo,NY,USA,42.94052472,-78.73216667,A,America/New_York,-4
JFK,John F Kennedy International Airport,New York,NY,USA,40.63975111,-73.77892556,A,America/New_York,-4
SWF,Stewart International Airport,Newburgh,NY,USA,41.50409361,-74.10483833,A,America/New_York,-4
DKK,Chautauqua County-Dunkirk Airport,Dunkirk,NY,USA,42.49333528,-79.27204167,A,America/New_York,-4
ITH,Ithaca Tompkins Regional Airport,Ithaca,NY,USA,42.49102778,-76.45844444,A,America/New_York,-4
JRA,West 30th St. Heliport,New York,NY,USA,40.75454583,-74.00708389,A,America/New_York,-4
MGJ,Orange County Airport,Montgomery,NY,USA,41.50998278,-74.26465056,A,America/New_York,-4
HPN,Westchester County Airport,White Plains,NY,USA,41.06695778,-73.70757444,A,America/New_York,-4
IAG,Niagara Falls International Airport,Niagara Falls,NY,USA,43.10725861,-78.94538139,A,America/New_York,-4
SLK,Adirondack Regional Airport,Saranac Lake,NY,USA,44.38531,-74.20618472,A,America/New_York,-4
MTP,Montauk Airport,Montauk,NY,USA,41.07694333,-71.92039972,A,America/New_York,-4
SCH,Schenectady County Airport,Schenectady,NY,USA,42.85245556,-73.92886750000001,A,America/New_York,-4
FRG,Republic Airport,Farmingdale,NY,USA,40.72878111,-73.41340722,A,America/New_York,-4
LKP,Lake Placid Airport,Lake Placid,NY,USA,44.26447361,-73.96186639,A,America/New_York,-4
CLE,Cleveland Hopkins International Airport,Cleveland,OH,USA,41.41089417,-81.84939667,A,America/New_York,-4
SGH,Springfield-Beckley Municipal Airport,Springfield,OH,USA,39.84028194,-83.84015056,A,America/New_York,-4
LUK,Cincinnati Municipal Airport Lunken Field,Cincinnati,OH,USA,39.10334417,-84.41861417,A,America/New_York,-4
CAK,Akron Canton Regional Airport,Akron,OH,USA,40.91631194,-81.44246556,A,America/New_York,-4
BKL,Burke Lakefront Airport,Cleveland,OH,USA,41.5175,-81.68333333,A,America/New_York,-4
CGF,Cuyahoga County Airport,Cleveland,OH,USA,41.56512389,-81.48635389,A,America/New_York,-4
PMH,Greater Portsmouth Regional Airport,Portsmouth,OH,USA,38.84047,-82.84731361,A,America/New_York,-4
LNN,Willoughby Lost Nation Municipal Airport,Willoughby,OH,USA,41.68391667,-81.39030556,A,America/New_York,-4
YNG,Youngstown Warren Regional Airport,Youngstown,OH,USA,41.26073556,-80.67909667,A,America/New_York,-4
HAO,Butler Co Regional Airport - Hogan Field,Hamilton,OH,USA,39.36448861,-84.52457722,A,America/New_York,-4
CMH,John Glenn Columbus International Airport,Columbus,OH,USA,39.99798528,-82.89188278,A,America/New_York,-4
GQQ,Galion Municipal Airport,Galion,OH,USA,40.75338889,-82.72380556,A,America/New_York,-4
TZR,Taszár Air Base,Columbus,OH,USA,39.90081778,-83.13719361,A,America/New_York,-4
LCK,Rickenbacker International Airport,Columbus,OH,USA,39.81375917,-82.92786472,A,America/New_York,-4
DAY,James M Cox Dayton International Airport,Dayton,OH,USA,39.90237583,-84.219375,A,America/New_York,-4
AOH,Lima Allen County Airport,Lima,OH,USA,40.70694444,-84.02666667,A,America/New_York,-4
MFD,Mansfield Lahm Regional Airport,Mansfield,OH,USA,40.82141667,-82.51663889,A,America/New_York,-4
PHD,Harry Clever Field,New Philadelphia,OH,USA,40.47091667,-81.41975,A,America/New_York,-4
TOL,Toledo Express Airport,Toledo,OH,USA,41.58680556,-83.80783333,A,America/New_York,-4
LAW,Lawton Fort Sill Regional Airport,Lawton,OK,USA,34.56771444,-98.41663667,A,America/Chicago,-5
BFK,Buckley Air Force Base,Buffalo,OK,USA,36.86330139,-99.61873056,A,America/Chicago,-5
